type,orientation,entity,area,role_parent_1,role_owner,item_parent_2,item_parent_2_id,item_parent_1,item_parent_1_id,item_name,item_id,item_granularity,time_hours_par,time_hours_min,time_hours_max,description,instructions,addundum_extras,confidence,count_name,frequency,quality,last_review_at,last_review_by,last_review_decision_id,methodology_version_at_review,m3_sub_area,engagement_template_id,persona_id,cadence_type,min_rev_value_eur,par_rev_value_eur,max_rev_value_eur,inherited_pattern_id
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C,gtm_cl_24393c17d06385,(Link a tarjeta Documentar infraestructura-base de datos que soporte toda la intel y el desarrollo),gtm_launch_dtp_36,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C. Scope: (Link a tarjeta Documentar infraestructura-base de datos que soporte toda la intel y el desarrollo).,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentación de P2P & O2C'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C,gtm_cl_24393c17d06385,Estructura bbdd diseñada,gtm_launch_dtp_37,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C. Scope: Estructura bbdd diseñada.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentación de P2P & O2C'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C,gtm_cl_24393c17d06385,Columnas y tipos de dato cerrados,gtm_launch_dtp_38,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C. Scope: Columnas y tipos de dato cerrados.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentación de P2P & O2C'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C,gtm_cl_24393c17d06385,Relacionales creadas en ambos flujos,gtm_launch_dtp_39,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C. Scope: Relacionales creadas en ambos flujos.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentación de P2P & O2C'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C,gtm_cl_24393c17d06385,"Integración con tablas externas creadas, como de otra áreas como marketing y de proveedores como Stripe",gtm_launch_dtp_40,task,,,,"GTM operating item under Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C. Scope: Integración con tablas externas creadas, como de otra áreas como marketing y de proveedores como Stripe.",,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentación de P2P & O2C'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C,gtm_cl_24393c17d06385,"Cerrar transaccionales, sobre todo P&L",gtm_launch_dtp_41,task,,,,"GTM operating item under Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C. Scope: Cerrar transaccionales, sobre todo P&L.",,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentación de P2P & O2C'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C,gtm_cl_24393c17d06385,MO proceso de rellenarlas,gtm_launch_dtp_42,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C. Scope: MO proceso de rellenarlas.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentación de P2P & O2C'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C,gtm_cl_24393c17d06385,Excel replicado para gestiones diarias,gtm_launch_dtp_43,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C. Scope: Excel replicado para gestiones diarias.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentación de P2P & O2C'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C,gtm_cl_24393c17d06385,Formularios en ERP,gtm_launch_dtp_44,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C. Scope: Formularios en ERP.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentación de P2P & O2C'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C,gtm_cl_24393c17d06385,Fórmulas SQL para absorber la carga de datos del ERP,gtm_launch_dtp_45,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C. Scope: Fórmulas SQL para absorber la carga de datos del ERP.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentación de P2P & O2C'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C,gtm_cl_24393c17d06385,"Tener en cuenta el flujo logístico del servicio, los precios y los productos, contratos y la estrategia y fases del ser…",gtm_launch_dtp_46,task,,,,"GTM operating item under Go-to-market and entity readiness — Financial control: Documentación de P2P & O2C. Scope: Tener en cuenta el flujo logístico del servicio, los precios y los productos, contratos y la estrategia y fases del servicio.",,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Documentación de P2P & O2C'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Formular relacionales y transaccionales,gtm_cl_ff27eaf1eed5ee,"Por tablas, listar sus relaciones con otras",gtm_launch_dtp_47,task,,,,"GTM operating item under Go-to-market and entity readiness — Financial control: Formular relacionales y transaccionales. Scope: Por tablas, listar sus relaciones con otras.",,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Formular relacionales y transaccionales'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Formular relacionales y transaccionales,gtm_cl_ff27eaf1eed5ee,Hacer gárafico snowflake,gtm_launch_dtp_48,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Formular relacionales y transaccionales. Scope: Hacer gárafico snowflake.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Formular relacionales y transaccionales'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Formular relacionales y transaccionales,gtm_cl_ff27eaf1eed5ee,Listar en MO las fórmulas SQL para conseguir esas relaciones en BBDD,gtm_launch_dtp_49,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Formular relacionales y transaccionales. Scope: Listar en MO las fórmulas SQL para conseguir esas relaciones en BBDD.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Formular relacionales y transaccionales'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Formular relacionales y transaccionales,gtm_cl_ff27eaf1eed5ee,"Listar por tabla, área, columna, acción y uso",gtm_launch_dtp_50,task,,,,"GTM operating item under Go-to-market and entity readiness — Financial control: Formular relacionales y transaccionales. Scope: Listar por tabla, área, columna, acción y uso.",,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Formular relacionales y transaccionales'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Formular relacionales y transaccionales,gtm_cl_ff27eaf1eed5ee,Buscar compatibilidad con formularios ERP,gtm_launch_dtp_51,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Formular relacionales y transaccionales. Scope: Buscar compatibilidad con formularios ERP.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Formular relacionales y transaccionales'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Integrar la estrategia en el forecast,gtm_cl_7a454ec5fb7e4e,Links a tarjetas anteriores relevantes por dependencias,gtm_launch_dtp_52,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Integrar la estrategia en el forecast. Scope: Links a tarjetas anteriores relevantes por dependencias.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Integrar la estrategia en el forecast'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Integrar la estrategia en el forecast,gtm_cl_7a454ec5fb7e4e,Separar carpetas y anexos de estrategia,gtm_launch_dtp_53,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Integrar la estrategia en el forecast. Scope: Separar carpetas y anexos de estrategia.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Integrar la estrategia en el forecast'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Integrar la estrategia en el forecast,gtm_cl_7a454ec5fb7e4e,Incluir en output 0 y flujos en 1 los aumentos de coste por procesos y componentes,gtm_launch_dtp_54,task,,,,GTM operating item under Go-to-market and entity readiness — Financial control: Integrar la estrategia en el forecast. Scope: Incluir en output 0 y flujos en 1 los aumentos de coste por procesos y componentes.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Integrar la estrategia en el forecast'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Integrar la estrategia en el forecast,gtm_cl_7a454ec5fb7e4e,"Dimensiones a tener en cuenta: Externalizar, nuevo coste único o suscripción, aumento de tier de suscripción, aumento d…",gtm_launch_dtp_55,task,,,,"GTM operating item under Go-to-market and entity readiness — Financial control: Integrar la estrategia en el forecast. Scope: Dimensiones a tener en cuenta: Externalizar, nuevo coste único o suscripción, aumento de tier de suscripción, aumento de volumen de coste único.",,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Control financiero / Integrar la estrategia en el forecast'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — FTE optimization: Hacer versiones de la estrategia según nuestra disponibilidad,gtm_cl_16f46540b1f140,Representar escenario actual con FTEs y relacionar con acciones activas,gtm_launch_dtp_56,task,,,,GTM operating item under Go-to-market and entity readiness — FTE optimization: Hacer versiones de la estrategia según nuestra disponibilidad. Scope: Representar escenario actual con FTEs y relacionar con acciones activas.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Optimizar FTEs / Hacer versiones de la estrategia según nuestra disponibilidad'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — FTE optimization: Hacer versiones de la estrategia según nuestra disponibilidad,gtm_cl_16f46540b1f140,Diseñar modelo de trabajo y repartición ágil,gtm_launch_dtp_57,task,,,,GTM operating item under Go-to-market and entity readiness — FTE optimization: Hacer versiones de la estrategia según nuestra disponibilidad. Scope: Diseñar modelo de trabajo y repartición ágil.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Optimizar FTEs / Hacer versiones de la estrategia según nuestra disponibilidad'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — FTE optimization: Hacer versiones de la estrategia según nuestra disponibilidad,gtm_cl_16f46540b1f140,Priorizar tareas por estrategia y disponibilidad,gtm_launch_dtp_58,task,,,,GTM operating item under Go-to-market and entity readiness — FTE optimization: Hacer versiones de la estrategia según nuestra disponibilidad. Scope: Priorizar tareas por estrategia y disponibilidad.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Optimizar FTEs / Hacer versiones de la estrategia según nuestra disponibilidad'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
Internal,Employee,Think Big,Operations,COO,PMO,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — FTE optimization: Hacer versiones de la estrategia según nuestra disponibilidad,gtm_cl_16f46540b1f140,Preparar plan trimestral y unir en anual bajo disponibilidad de FTE y versiones de presupuesto,gtm_launch_dtp_59,task,,,,GTM operating item under Go-to-market and entity readiness — FTE optimization: Hacer versiones de la estrategia según nuestra disponibilidad. Scope: Preparar plan trimestral y unir en anual bajo disponibilidad de FTE y versiones de presupuesto.,,Original Trello path: item_parent_2='Salir a mercado'; item_parent_1='Optimizar FTEs / Hacer versiones de la estrategia según nuestra disponibilidad'.,2,1,medium,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,
